200
200
James Mary John Patricia Robert Jennifer Michael Elizabeth William Linda David Barbara Richard Susan Joseph Margaret Charles Jessica Thomas Sarah Chris Dorothy Daniel Karen Matthew Nancy Donald Betty Anthony Lisa Mark Sandra Paul Ashley Steven Kimberly George Donna Kenneth Helen Andrew Carol Edward Michelle Joshua Emily Brian Amanda Kevin Melissa Ronald Deborah Timothy Laura Jason Stephanie Jeffrey Rebecca Ryan Sharon Gary Cynthia Nicholas Kathleen Eric Anna Jacob Shirley Stephen Ruth Jonathan Amy Larry Angela Frank Brenda Scott Virginia Justin Pamela Brandon Catherine Raymond Katherine Gregory Nicole Samuel Christine Benjamin Samantha Patrick Janet Jack Debra Dennis Carolyn Alexander Rachel Jerry Heather Tyler Maria Henry Diane Douglas Julie Aaron Joyce Peter Emma Jose Frances Walter Evelyn Adam Joan Zachary Martha Nathan Christina Harold Kelly Kyle Lauren Carl Victoria Arthur Judith Gerald Alice Roger Ann Keith Cheryl Lawrence Jean Jeremy Doris Terry Megan Albert Marie Joe Andrea Sean Kathryn Willie Jackie Christian Gloria Jesse Teresa Austin Sara Billy Janice Bruce Hannah Ralph Julia Bryan Rose Ethan Theresa Roy Grace Eugene Judy Jordan Beverly Louis Olivia Wayne Denise Alan Marilyn Harry Amber Russell Danielle Juan Brittany Dylan Diana Randy Mildred Philip Jane Vincent Madison Noah Lori Bobby Tiffany Howard Kathy Gabriel Tammy Johnny Kayla
49 60 56 65 46 51 49 80 76 75 44 56 40 59 76 87 69 71 51 94 90 71 62 85 71 85 84 55 96 43 59 91 86 96 53 79 60 94 78 88 79 73 42 50 86 63 77 95 63 42 57 95 99 96 85 81 92 64 70 88 97 95 89 98 70 64 74 48 51 54 40 75 87 42 70 66 73 76 47 91 55 99 80 95 99 83 82 50 54 80 92 66 99 56 97 45 58 97 82 72 78 83 76 87 51 43 99 76 82 76 60 61 65 69 80 93 42 91 46 78 47 99 78 59 65 86 47 40 71 43 96 49 67 99 45 89 43 55 82 97 46 55 45 71 51 91 49 62 98 85 98 69 88 94 97 94 69 97 65 75 69 76 69 91 76 76 99 78 97 81 45 99 69 96 63 50 44 80 66 47 54 50 79 71 51 60 72 47 91 94 47 70 53 71 63 92 62 45 65 91 
75 55 84 40 65 96 42 53 74 55 66 53 40 67 67 69 48 73 84 49 59 86 73 90 43 93 98 89 64 66 45 69 52 71 90 77 40 81 87 79 67 41 86 71 84 82 79 57 83 61 73 90 91 64 43 81 47 69 56 84 65 48 77 48 75 98 42 88 42 85 46 96 51 83 68 86 99 48 71 42 54 64 89 48 54 45 43 91 54 51 41 42 81 76 64 82 58 76 40 41 54 78 73 40 79 99 76 76 82 47 90 81 84 43 85 57 94 80 51 71 95 78 59 92 48 98 70 40 73 64 43 75 98 81 67 87 49 89 46 95 90 55 98 99 43 71 70 45 85 49 53 68 87 83 71 42 78 95 90 91 99 74 59 79 69 51 55 97 65 41 67 86 41 98 65 64 94 78 47 74 48 66 81 49 59 56 89 43 71 91 72 48 40 48 82 85 58 41 45 67 
67 81 71 43 58 70 98 41 54 50 88 56 74 75 92 64 52 55 43 65 70 85 60 68 40 60 51 73 73 89 82 76 77 55 48 97 77 78 88 80 99 99 49 88 48 45 98 73 47 71 42 74 68 61 50 47 99 58 40 57 91 63 98 82 74 83 66 93 86 97 57 54 43 92 42 72 41 84 41 68 66 64 98 94 60 98 65 90 83 73 80 80 65 66 72 78 74 61 71 97 68 94 89 95 98 42 96 52 49 92 51 74 68 83 65 59 95 83 96 42 52 93 79 96 63 87 51 91 40 81 98 78 74 48 58 55 49 40 63 95 56 80 96 62 93 53 53 43 80 95 72 63 77 66 99 97 50 49 55 52 46 84 74 51 76 43 48 46 98 73 80 87 60 44 49 50 99 69 42 93 83 78 53 72 97 58 93 70 89 60 69 44 86 85 66 58 93 71 75 58 
65 52 70 59 70 65 95 86 78 67 61 55 91 50 56 68 52 95 46 55 54 44 45 72 86 88 78 75 44 54 49 58 88 56 57 42 76 46 87 95 43 51 82 97 56 40 99 47 73 80 54 56 62 45 70 46 57 84 51 56 55 92 54 86 94 67 53 72 49 58 69 49 70 90 91 65 87 41 66 55 82 41 91 58 82 49 80 73 99 57 61 60 59 64 50 63 59 46 96 76 78 97 98 54 59 62 72 67 60 41 80 95 76 86 74 57 66 45 94 65 75 86 61 45 42 92 53 63 58 66 45 58 66 70 45 64 52 56 42 79 76 82 73 84 67 85 41 40 75 55 91 87 51 76 46 96 86 93 77 64 61 89 90 44 88 89 61 95 46 69 68 95 98 49 58 70 69 58 81 43 86 75 62 90 40 50 81 56 94 64 52 45 74 52 45 57 76 80 51 44 
48 61 78 70 55 80 78 40 68 41 92 58 42 62 52 84 48 65 72 60 63 88 68 42 96 74 52 54 61 70 65 90 75 42 60 75 47 54 95 60 80 90 47 85 89 65 98 64 98 90 60 86 47 55 43 48 72 57 83 54 81 99 96 78 41 85 79 74 83 69 60 84 52 81 65 85 50 92 80 88 58 43 91 80 92 77 83 46 48 96 92 82 76 85 92 66 59 78 40 73 59 63 95 50 59 91 64 95 73 60 80 47 87 56 63 49 48 99 42 93 77 90 70 82 90 90 68 86 94 85 46 76 92 94 85 75 83 96 95 84 68 54 53 71 76 45 94 98 91 79 73 80 54 76 92 96 46 87 87 65 81 74 45 48 72 57 85 99 81 56 69 94 72 57 62 53 77 64 91 71 65 67 62 77 70 73 53 70 90 49 53 75 74 49 98 93 45 65 95 97 
59 87 95 91 98 60 79 99 69 82 57 93 88 73 59 44 81 90 84 94 88 88 47 40 64 93 60 40 94 43 91 93 78 79 57 75 51 80 83 58 89 74 86 73 52 48 93 93 63 99 83 59 40 76 82 64 92 98 48 57 95 60 70 85 71 50 75 60 60 44 61 58 43 88 85 63 58 58 47 83 78 49 41 42 50 63 78 79 98 99 55 43 64 81 70 60 87 40 75 45 54 84 73 53 41 41 49 83 52 87 40 42 97 86 90 40 60 58 76 47 54 47 44 49 93 55 76 71 42 46 94 78 63 82 59 83 96 96 92 47 71 90 87 61 69 98 96 97 81 77 86 56 54 73 54 61 74 88 97 60 65 64 65 59 66 58 92 82 50 88 83 90 45 41 42 69 45 51 64 69 92 70 76 91 52 79 48 73 92 95 48 72 66 85 84 59 60 40 48 97 
72 93 72 57 56 88 47 56 76 49 70 86 56 51 58 93 49 72 98 86 63 99 66 79 46 97 77 53 42 82 45 75 42 72 83 62 88 67 85 51 48 84 58 83 94 99 95 47 98 59 66 70 81 77 59 80 69 63 46 43 60 68 71 48 68 81 81 96 64 69 60 78 69 42 68 77 88 95 70 77 71 59 44 59 82 67 51 68 61 50 87 75 77 99 96 41 83 45 68 43 90 53 43 83 72 90 91 44 62 87 59 90 52 63 96 80 93 58 47 81 80 48 74 72 63 69 76 85 92 79 81 75 40 73 67 78 56 67 45 93 40 64 86 96 51 84 52 88 90 44 47 88 96 76 49 94 69 97 84 60 78 40 56 45 58 43 90 66 81 45 86 46 91 73 79 74 97 89 81 89 57 80 43 60 63 99 72 78 58 51 63 95 82 82 64 42 89 59 79 59 
65 63 71 56 56 52 72 95 46 64 51 83 75 52 69 56 74 66 94 99 40 77 80 47 69 49 56 99 83 63 77 69 66 48 72 81 59 79 91 97 45 79 76 90 55 84 97 50 44 55 84 44 76 73 44 95 41 80 57 77 89 84 60 43 97 62 78 78 46 82 66 58 97 93 76 88 55 65 53 90 67 64 81 56 80 91 41 59 76 76 88 46 75 80 71 50 97 49 99 50 50 59 99 83 70 69 87 44 97 69 65 58 85 43 70 96 61 80 68 85 41 96 77 41 51 83 64 87 70 83 56 53 49 54 74 81 76 57 71 71 86 61 44 76 89 47 73 73 89 95 84 73 53 45 55 61 79 87 83 51 83 47 60 80 78 54 97 82 80 82 67 70 75 80 45 86 55 93 71 57 59 67 78 47 53 42 64 74 60 78 50 47 66 48 85 53 61 88 60 99 
76 89 49 61 90 44 63 54 77 58 89 44 57 77 82 86 48 81 77 61 75 54 55 99 61 54 80 82 55 56 74 57 64 62 94 91 41 81 71 66 57 61 50 63 68 51 49 80 40 78 46 77 52 72 99 86 82 44 51 46 46 41 73 50 90 64 84 40 63 66 58 62 54 99 61 59 56 79 70 63 84 85 51 49 82 47 76 74 50 81 81 63 44 85 63 59 89 44 87 43 85 86 56 80 97 53 74 88 40 60 83 72 85 98 66 65 76 99 77 41 76 59 67 65 59 43 79 54 48 50 74 50 46 89 97 93 75 64 73 92 75 50 40 53 92 55 84 49 95 85 62 48 43 50 94 63 96 64 44 78 40 97 50 96 92 96 94 41 56 68 91 97 82 83 58 64 44 49 84 90 40 42 55 69 98 89 63 61 88 70 43 71 55 46 85 50 61 97 88 53 
64 83 89 85 89 50 73 71 52 92 75 48 55 83 51 54 47 76 86 70 87 93 70 79 76 67 63 54 53 62 46 57 43 45 49 54 74 89 61 43 82 41 80 68 56 88 96 82 42 41 97 63 57 65 74 49 88 79 40 60 98 68 59 99 79 45 47 70 96 76 54 71 63 63 64 70 72 70 45 99 83 48 75 74 74 50 83 54 49 87 95 42 42 80 50 94 44 81 66 79 99 41 74 55 52 50 96 46 52 93 59 44 89 79 86 77 82 86 95 41 95 54 72 47 92 70 57 73 48 44 62 42 84 77 74 48 79 59 50 53 60 91 61 68 69 87 72 69 86 83 62 71 59 72 55 46 77 54 99 77 79 61 95 82 99 60 44 95 73 65 95 74 77 44 85 55 47 91 47 49 82 54 40 66 63 41 58 86 81 87 70 56 50 84 65 40 44 98 87 86 
88 99 59 93 51 82 76 89 63 91 67 59 93 64 41 48 78 81 78 50 75 57 85 92 54 99 70 57 43 85 61 78 98 94 71 85 90 55 90 57 81 50 99 55 94 77 74 87 80 77 73 60 80 69 99 82 55 87 68 81 90 79 68 90 82 86 87 50 89 74 67 50 81 55 64 40 42 59 77 79 51 88 40 96 94 80 71 52 85 71 49 56 92 74 46 72 67 53 94 50 63 50 98 78 83 95 49 88 67 54 97 79 96 81 43 67 56 42 50 96 48 40 49 91 70 79 53 62 42 54 58 59 89 72 99 75 74 91 47 68 77 72 95 78 66 88 52 83 69 64 56 94 86 91 79 74 48 44 99 62 88 90 91 86 42 90 66 89 96 68 90 87 94 65 88 44 90 48 69 45 45 79 65 79 46 80 53 95 83 60 60 47 55 83 92 70 82 41 44 43 
84 56 59 90 78 62 63 83 47 63 76 96 68 84 77 64 87 81 95 49 74 61 59 54 84 89 53 55 84 44 74 48 42 56 62 49 56 68 96 88 77 98 45 73 48 56 72 90 76 49 64 91 58 40 79 65 87 65 55 78 49 80 68 54 41 44 54 84 52 93 98 75 40 92 47 61 95 87 68 95 46 92 81 65 83 62 41 84 53 42 42 63 69 91 87 66 46 44 76 66 65 52 63 93 70 67 71 84 76 40 96 88 76 49 93 82 63 42 66 97 79 55 41 86 40 50 48 68 50 91 78 56 88 59 96 89 46 59 72 48 51 47 82 44 66 52 72 97 69 73 61 68 46 79 41 54 41 95 66 93 40 86 46 51 42 90 44 48 59 92 80 99 98 73 95 41 84 54 58 54 77 80 93 97 58 45 63 68 54 90 69 97 91 66 95 79 58 94 53 52 
98 53 51 95 59 54 69 81 95 42 76 74 54 89 51 45 69 46 65 86 46 53 52 53 65 45 80 57 82 97 73 65 49 83 72 55 41 44 77 89 52 70 52 87 68 72 47 96 60 43 51 62 62 75 46 79 75 60 65 69 42 68 86 70 66 53 44 83 58 59 97 72 54 41 43 62 56 97 82 55 48 59 65 93 67 55 70 90 86 88 49 94 58 91 49 99 72 97 61 83 66 97 62 71 82 55 66 54 89 45 57 93 72 75 55 42 66 81 53 68 77 82 66 81 45 49 65 45 71 50 76 42 79 76 92 94 69 73 67 85 72 82 75 64 82 55 50 64 94 80 52 77 86 82 90 50 88 90 41 72 71 57 92 68 94 92 83 51 90 97 66 75 54 83 84 86 43 72 96 81 51 67 85 83 82 88 75 66 75 82 89 95 57 63 78 55 90 79 69 72 
72 58 40 99 98 69 55 74 72 99 55 44 97 80 78 72 83 90 61 63 65 59 79 41 73 72 70 71 88 49 99 96 62 88 89 74 60 84 78 89 71 59 50 50 84 60 84 82 78 98 69 60 93 72 43 71 60 45 96 93 68 81 92 56 66 90 87 86 67 85 72 60 95 40 59 55 88 75 69 55 92 41 94 67 62 78 61 50 48 47 62 55 64 49 41 54 57 81 49 68 97 70 93 40 91 53 98 83 43 85 91 78 54 92 88 75 76 85 74 91 90 69 82 45 54 71 83 66 67 67 58 78 76 84 72 47 74 60 46 94 45 70 72 76 49 41 73 64 88 90 63 45 71 51 90 98 55 82 82 53 87 45 98 64 89 80 91 96 48 60 92 79 40 55 93 91 63 81 95 82 87 68 41 64 82 59 91 82 93 87 77 57 95 67 42 68 71 60 85 60 
75 87 44 85 87 73 88 99 97 70 88 69 77 84 84 81 80 42 75 86 62 84 83 89 43 76 94 64 93 89 84 55 82 45 41 57 48 42 51 89 97 77 83 66 76 45 56 53 53 58 68 95 67 98 51 83 59 53 79 52 95 94 69 82 92 94 61 49 80 91 75 45 88 83 67 92 79 45 76 56 50 98 73 71 95 78 50 89 71 49 86 82 47 96 77 80 85 49 65 86 98 40 59 83 82 42 65 48 72 55 85 79 86 80 93 96 92 43 51 82 46 56 99 65 57 56 70 60 79 74 82 43 83 65 85 54 61 58 70 90 68 73 63 46 53 46 84 49 99 65 65 63 82 61 63 48 48 65 58 77 62 55 85 46 81 80 58 55 76 71 60 52 59 40 78 48 62 47 44 96 64 75 58 86 59 88 41 46 52 50 96 45 49 84 73 62 92 79 48 83 
67 53 40 98 88 53 93 77 95 66 81 86 81 45 42 54 50 87 44 59 68 75 76 83 53 76 60 94 44 48 54 98 60 47 61 44 84 91 51 98 42 45 81 55 91 43 81 71 97 63 76 91 84 80 92 62 73 97 41 71 91 43 65 47 45 48 55 97 60 91 97 64 64 64 74 67 59 91 71 51 97 87 97 80 66 88 41 68 82 79 85 72 87 83 56 51 84 95 62 40 67 78 99 73 98 70 50 91 58 89 95 49 80 90 52 63 61 68 76 68 58 67 59 94 89 98 99 93 86 55 42 83 79 93 75 81 63 85 80 52 47 73 98 86 47 52 80 68 75 50 70 93 55 92 67 88 52 97 50 55 40 70 84 52 51 85 91 73 67 74 88 89 56 82 92 45 57 78 47 86 71 66 67 47 53 63 59 77 47 61 41 57 57 43 56 58 46 73 71 92 
40 67 92 90 40 49 97 66 82 67 78 47 81 94 99 61 73 71 98 86 61 82 88 63 64 99 40 54 75 88 66 57 79 44 63 86 50 46 80 98 74 55 84 57 58 84 76 66 90 87 51 40 49 43 46 77 81 96 47 89 90 73 65 93 75 69 77 75 93 69 59 61 78 60 54 57 72 83 44 53 54 52 82 86 61 58 51 78 84 97 84 61 79 68 96 99 53 74 50 42 63 43 53 92 95 72 91 53 57 75 60 87 94 48 49 64 93 55 64 59 78 99 43 79 55 88 52 71 85 42 87 86 78 96 94 84 76 43 52 43 51 50 92 55 67 72 69 80 54 68 71 87 65 89 51 64 77 71 58 48 64 55 94 79 45 95 98 95 94 80 62 68 41 57 64 64 98 43 47 42 53 56 53 65 65 93 96 62 41 71 75 85 59 56 57 77 92 71 42 83 
61 49 62 53 71 57 55 63 88 97 40 83 54 61 48 69 77 40 42 45 43 74 68 78 57 82 95 61 57 91 82 46 83 90 85 47 84 42 63 72 67 41 99 75 58 62 42 84 49 59 90 76 99 42 72 76 90 50 73 78 50 88 52 59 85 88 69 63 53 58 53 85 64 71 94 99 78 77 60 90 79 70 77 76 85 68 98 51 52 43 82 81 61 86 70 61 85 77 75 67 46 89 79 82 46 88 92 96 88 73 65 53 72 80 56 94 96 88 63 60 63 79 43 67 76 67 40 73 55 94 56 46 66 99 61 69 86 84 99 86 64 88 70 74 66 64 77 71 46 94 83 82 90 40 81 53 42 44 91 46 94 88 94 48 89 76 96 52 89 88 52 55 82 89 83 75 77 69 55 63 96 91 91 78 63 98 66 49 50 98 75 79 64 87 67 95 75 68 40 76 
56 73 73 48 44 77 57 67 42 89 64 78 85 67 42 80 57 57 70 49 58 68 69 79 58 47 64 65 98 48 92 73 58 87 49 48 49 94 64 72 57 50 76 59 48 56 97 56 79 63 53 62 43 46 83 55 94 90 59 69 82 47 50 89 98 67 86 79 63 68 79 54 54 61 86 69 74 76 62 74 60 44 55 61 85 96 70 42 92 81 83 62 52 85 44 60 85 59 78 49 62 78 83 46 97 69 58 60 65 76 94 77 51 95 72 58 81 74 74 90 54 80 43 82 51 71 98 60 46 77 96 68 77 46 73 42 43 89 54 79 69 73 88 66 67 62 44 51 78 44 65 62 95 55 91 57 66 96 43 42 63 81 42 46 89 72 41 42 65 94 69 66 83 80 43 45 99 80 41 47 40 92 93 40 54 56 75 47 69 47 55 89 54 88 81 98 96 87 78 71 
73 54 90 50 48 74 66 98 92 90 67 78 83 76 85 95 69 74 41 69 97 89 56 63 95 57 90 45 41 98 89 96 44 44 41 47 81 46 68 77 45 55 41 81 90 93 56 71 87 84 49 74 68 91 89 85 68 40 40 47 86 50 52 70 50 89 75 49 54 75 90 73 48 40 43 64 69 97 86 46 82 71 74 77 62 66 96 67 73 88 85 80 73 47 79 61 58 70 52 58 83 43 82 91 95 67 75 47 40 99 69 98 56 72 51 48 97 91 55 63 47 71 69 98 41 62 62 44 79 51 63 94 57 88 65 51 75 98 65 82 74 73 75 97 75 62 96 99 52 94 66 80 74 76 71 80 67 91 65 91 66 44 84 55 55 67 80 47 97 63 59 87 80 59 55 79 67 96 56 81 64 53 57 61 77 50 74 68 77 92 48 44 95 78 66 53 96 66 69 82 
79 55 49 88 44 78 49 51 79 83 96 49 90 93 44 58 93 97 63 89 73 49 75 81 70 93 66 91 88 65 73 64 83 70 89 53 42 44 70 45 50 87 94 43 80 41 55 52 91 93 43 63 80 45 97 78 48 93 53 92 79 70 65 57 85 95 99 75 65 94 97 86 71 49 67 77 65 91 62 80 57 74 88 61 68 71 66 66 50 96 78 60 44 72 56 49 77 63 54 92 78 48 73 72 63 73 97 51 71 70 55 86 57 90 48 77 53 43 78 59 50 95 54 78 80 57 58 79 61 43 95 72 69 67 59 46 67 47 98 50 71 60 51 55 83 51 81 47 69 94 50 95 62 40 72 70 58 68 49 43 47 53 43 89 86 86 76 73 47 47 97 88 84 53 75 69 93 76 86 45 99 81 81 84 74 80 66 74 41 72 61 85 60 89 65 96 86 72 87 87 
80 93 54 69 90 40 95 47 65 42 46 71 47 91 43 89 84 92 41 88 97 99 56 72 97 77 64 85 42 40 40 82 95 40 53 61 77 81 88 87 57 95 47 87 43 62 57 64 53 42 47 60 48 89 73 77 68 57 77 82 98 94 76 74 52 78 87 96 41 78 79 64 51 43 53 68 81 42 95 76 86 91 80 94 74 67 40 71 92 78 53 67 49 84 46 68 88 50 63 65 99 91 59 44 92 87 72 46 44 72 54 71 53 41 83 79 51 57 46 63 43 58 75 51 54 44 90 83 65 72 40 98 63 70 58 76 76 83 59 76 88 52 93 59 66 70 76 79 90 98 83 86 73 46 99 99 43 74 67 69 64 75 94 68 64 83 47 63 73 72 63 87 79 61 74 89 70 68 53 97 64 67 92 95 94 60 73 61 88 76 95 51 67 52 68 70 61 52 96 51 
79 69 92 59 80 75 49 82 72 82 77 52 45 84 45 46 87 49 74 78 62 54 93 56 45 85 91 71 82 61 45 75 73 62 81 73 59 56 60 48 63 77 88 84 63 70 46 66 95 44 69 84 59 56 64 74 79 40 49 52 43 43 92 95 97 61 90 81 42 78 45 54 59 41 75 95 58 73 59 43 90 71 81 98 94 40 81 52 75 58 82 85 45 89 65 92 48 40 42 57 54 61 46 69 64 95 95 54 64 94 58 96 83 59 42 91 83 75 41 54 93 92 42 59 52 56 53 55 86 98 81 95 74 42 74 72 90 98 79 68 43 90 42 59 83 67 70 54 75 85 81 91 68 68 91 65 52 77 58 89 93 95 74 48 51 90 98 88 71 78 88 56 70 72 90 44 99 53 40 47 94 40 70 73 44 60 40 59 90 54 78 43 72 87 82 80 42 79 88 71 
44 46 88 81 47 54 50 61 68 42 98 61 86 67 71 49 42 49 69 80 79 85 75 82 93 46 64 67 50 49 89 58 50 61 57 62 82 44 71 65 53 76 68 44 65 85 73 75 66 49 71 62 71 86 95 40 62 88 90 81 55 63 58 49 49 52 92 83 95 42 43 52 95 75 49 72 59 42 89 44 75 90 91 55 69 92 84 85 89 70 47 83 75 45 44 57 45 72 89 64 42 50 55 80 74 64 56 49 71 78 59 46 82 88 73 93 45 82 94 61 83 70 87 91 59 83 81 42 93 86 68 42 77 50 60 43 41 83 94 41 62 65 58 52 78 41 98 80 47 75 78 61 97 54 71 54 62 91 74 90 93 49 74 70 86 85 52 83 54 51 59 60 86 57 90 44 54 69 92 74 47 92 87 90 76 72 53 40 76 97 59 47 94 89 72 64 83 92 41 88 
47 80 71 89 56 97 94 79 40 68 80 61 77 46 61 77 67 44 91 94 89 62 89 84 62 43 87 79 43 64 96 59 62 69 78 82 83 41 49 47 52 53 81 75 87 46 45 66 51 88 56 79 66 65 84 65 48 64 75 70 71 67 72 58 54 40 62 68 86 88 92 79 81 40 91 79 89 79 51 58 67 60 72 61 79 80 85 78 53 62 84 44 60 73 52 85 63 47 83 77 77 73 81 81 95 42 64 73 81 65 82 46 53 70 84 53 61 81 76 74 79 98 51 43 93 69 47 55 50 44 46 83 98 63 72 80 58 43 75 85 97 42 76 82 55 89 68 73 52 56 67 42 93 46 49 76 65 47 70 53 42 70 63 43 98 46 49 98 69 85 72 86 94 98 40 57 79 79 94 98 73 78 63 63 44 52 51 44 86 79 56 87 79 55 79 54 69 78 67 97 
41 82 43 97 87 41 98 62 48 42 93 74 60 97 54 58 51 58 73 66 48 57 78 91 49 76 77 44 72 91 45 60 98 94 86 87 40 81 93 61 66 45 59 91 77 46 42 78 55 44 81 96 40 48 69 85 94 82 73 68 88 50 40 98 79 88 44 61 44 65 93 45 54 68 96 66 83 93 66 67 44 55 52 71 82 64 43 94 50 69 95 49 78 70 55 44 76 49 90 88 81 54 89 94 86 93 67 69 65 74 61 78 60 41 55 66 98 73 47 53 77 64 95 47 99 59 79 55 48 82 74 75 80 96 82 62 85 95 82 83 54 43 85 83 98 79 86 98 73 63 66 52 60 57 69 81 49 50 44 42 78 83 66 79 41 72 87 84 68 48 76 58 58 59 75 66 96 59 79 99 82 56 48 42 61 62 86 87 79 71 97 57 46 64 87 69 76 67 90 97 
59 90 62 66 49 41 59 64 62 91 47 94 51 79 84 75 46 62 75 75 64 73 43 69 97 48 76 75 73 60 44 80 81 45 80 95 59 80 53 85 98 65 60 59 53 50 88 45 73 62 99 92 59 91 66 71 51 60 52 64 50 86 92 57 68 77 99 87 94 70 71 40 92 67 53 83 62 50 51 96 63 96 51 81 71 51 95 89 67 40 55 73 53 90 59 85 43 94 93 88 84 68 75 62 90 67 97 55 72 53 47 71 65 42 81 67 98 56 64 42 96 46 42 89 71 92 71 87 46 53 89 82 64 61 48 50 88 69 88 62 77 73 48 62 58 48 94 98 43 69 95 82 60 41 68 79 66 76 57 88 83 41 61 87 63 42 71 52 76 80 98 52 54 58 72 58 71 40 93 63 56 64 67 62 78 49 43 55 41 91 72 95 41 42 76 81 85 44 69 68 
86 95 47 71 53 89 48 85 87 51 97 93 98 50 52 69 40 59 66 81 48 58 98 86 45 87 79 41 85 72 54 46 95 40 69 48 50 88 56 55 50 72 53 61 46 77 85 93 95 41 46 57 72 64 57 77 40 61 50 83 74 91 50 99 72 93 75 40 51 78 97 57 96 51 72 73 76 61 97 88 60 78 67 97 40 94 87 53 78 64 58 81 73 93 97 75 55 99 40 45 66 98 55 95 58 69 99 87 64 92 73 69 72 64 84 86 48 81 50 64 85 80 71 82 49 52 90 63 50 59 85 42 61 53 93 83 88 67 63 93 60 96 47 72 53 90 97 88 91 83 82 90 67 82 57 64 74 70 79 83 42 68 47 96 98 97 47 99 46 73 57 94 71 79 76 57 81 91 79 43 42 77 68 53 91 47 81 46 51 89 91 89 66 78 64 55 87 55 57 49 
73 45 59 63 98 95 69 57 68 57 53 82 97 41 71 44 62 83 83 62 40 77 47 76 82 86 58 42 96 87 63 66 49 43 47 56 53 60 81 57 69 47 97 59 67 52 52 73 70 46 51 83 44 76 62 50 94 41 41 51 49 64 62 91 53 96 42 59 88 94 64 91 93 95 58 71 77 76 44 89 95 79 76 92 53 47 46 81 99 78 68 53 89 58 46 82 95 65 76 81 63 64 96 73 55 65 59 76 91 64 56 45 87 64 57 79 72 49 40 97 69 78 83 40 42 48 40 92 71 42 64 89 98 94 66 54 68 47 86 86 52 70 82 83 73 54 49 40 41 86 82 82 58 97 52 74 91 83 99 58 40 60 61 41 98 79 54 48 67 97 99 76 87 40 62 75 71 83 42 45 99 56 88 87 86 52 71 56 89 91 44 82 88 58 57 60 55 41 83 72 
68 53 42 57 88 55 76 73 81 43 89 90 69 71 83 76 41 66 99 99 58 82 44 95 76 68 89 67 76 98 81 57 59 86 67 49 62 78 78 64 91 50 70 44 69 79 94 88 81 79 53 48 89 88 58 99 50 66 85 87 96 46 71 83 41 86 67 80 52 72 55 58 47 66 54 62 40 42 89 49 86 52 98 84 51 77 55 80 59 52 73 69 41 64 90 61 51 96 81 85 95 49 54 44 70 93 52 94 73 83 48 67 74 86 57 97 87 52 77 70 40 96 49 58 82 75 89 52 68 69 88 51 48 90 91 75 89 78 64 67 41 85 57 92 99 50 61 53 62 96 62 53 52 59 62 95 45 85 62 55 44 47 70 95 58 55 85 66 50 55 57 95 92 83 80 78 73 49 63 60 80 63 53 96 47 52 44 53 47 86 41 95 86 49 96 92 46 81 60 72 
75 85 72 70 52 74 68 81 99 80 64 57 70 42 63 55 64 43 77 99 90 47 45 56 88 55 46 91 93 63 89 95 83 64 67 69 98 49 73 80 43 54 81 80 88 73 55 61 87 59 85 61 79 77 49 45 79 80 67 93 92 97 56 76 60 83 61 85 62 88 75 61 70 97 92 78 59 67 91 60 54 88 58 77 56 57 91 55 76 85 89 51 76 83 91 42 40 90 42 87 88 89 44 43 53 85 79 58 41 98 99 64 90 68 53 53 86 87 41 56 76 62 79 74 65 48 83 46 89 83 75 73 75 51 50 64 94 58 81 52 57 45 90 53 48 52 78 40 86 52 91 87 50 71 56 61 55 51 47 71 58 50 82 80 96 77 94 48 60 40 68 94 62 68 83 89 76 46 75 95 79 57 58 73 91 74 77 55 67 82 94 62 80 88 45 90 84 88 57 90 
78 87 89 67 86 92 68 69 83 60 77 72 53 64 93 72 99 43 76 88 43 60 72 72 56 74 56 78 85 79 43 73 40 67 62 61 97 85 62 57 51 43 46 83 75 58 80 50 94 91 57 51 56 56 62 69 91 87 50 98 98 89 45 61 53 70 90 54 80 92 83 55 82 61 92 79 52 53 93 90 63 80 41 50 67 83 87 63 40 70 60 96 80 85 44 78 59 62 84 44 45 64 72 50 50 86 89 98 60 44 95 95 55 62 64 66 50 91 48 82 79 69 49 43 57 54 84 88 65 51 58 90 74 57 77 65 72 70 86 68 81 81 92 51 48 52 85 76 80 73 74 90 78 76 45 95 43 75 52 65 43 61 57 49 44 90 51 65 45 74 59 50 64 96 86 91 74 40 67 69 52 99 99 82 77 49 55 75 76 55 67 94 65 79 43 71 57 83 43 97 
70 61 87 80 57 91 98 78 93 73 49 55 87 46 59 43 52 82 90 63 74 62 48 52 99 42 44 41 43 90 96 96 43 67 45 77 40 60 40 98 80 89 99 93 47 91 87 96 89 87 95 90 98 60 63 81 98 53 96 49 82 88 49 55 84 79 62 86 76 53 51 94 63 61 44 51 74 94 93 70 61 76 46 88 48 48 91 71 89 82 52 81 93 96 70 42 53 82 81 74 44 49 55 94 80 66 72 93 40 96 68 50 80 74 81 82 91 89 58 48 91 45 87 53 79 59 87 79 61 81 66 86 67 69 77 77 43 72 48 88 55 68 63 67 50 43 47 61 72 58 43 86 82 63 92 54 46 63 64 77 64 49 45 54 66 40 41 64 85 70 72 74 51 63 70 65 97 79 62 40 95 72 91 86 49 57 52 85 82 82 86 80 47 90 50 49 40 70 76 75 
